,acc,alpha,epsilon,kind,temperature
0,0.7539583333333333,0.0,0.0,adversarial,0
1,0.60875,0.0,0.1,adversarial,0
2,0.47541666666666665,0.0,0.2,adversarial,0
3,0.3672916666666667,0.0,0.3,adversarial,0
4,0.2708333333333333,0.0,0.4,adversarial,0
5,0.193125,0.0,0.5,adversarial,0
6,0.11958333333333333,0.0,0.6,adversarial,0
7,0.06479166666666666,0.0,0.7,adversarial,0
8,0.031041666666666665,0.0,0.8,adversarial,0
9,0.00875,0.0,0.9,adversarial,0
10,0.0,0.0,1.0,adversarial,0
11,0.6277083333333333,0.1,0.0,adversarial,0
12,0.5245833333333333,0.1,0.1,adversarial,0
13,0.420625,0.1,0.2,adversarial,0
14,0.324375,0.1,0.3,adversarial,0
15,0.238125,0.1,0.4,adversarial,0
16,0.16895833333333332,0.1,0.5,adversarial,0
17,0.120625,0.1,0.6,adversarial,0
18,0.083125,0.1,0.7,adversarial,0
19,0.059583333333333335,0.1,0.8,adversarial,0
20,0.039375,0.1,0.9,adversarial,0
21,0.02,0.1,1.0,adversarial,0
22,0.6354166666666666,0.2,0.0,adversarial,0
23,0.5327083333333333,0.2,0.1,adversarial,0
24,0.425625,0.2,0.2,adversarial,0
25,0.3204166666666667,0.2,0.3,adversarial,0
26,0.23395833333333332,0.2,0.4,adversarial,0
27,0.16666666666666666,0.2,0.5,adversarial,0
28,0.113125,0.2,0.6,adversarial,0
29,0.07416666666666667,0.2,0.7,adversarial,0
30,0.05354166666666667,0.2,0.8,adversarial,0
31,0.033541666666666664,0.2,0.9,adversarial,0
32,0.015625,0.2,1.0,adversarial,0
33,0.6447916666666667,0.3,0.0,adversarial,0
34,0.53625,0.3,0.1,adversarial,0
35,0.42895833333333333,0.3,0.2,adversarial,0
36,0.32458333333333333,0.3,0.3,adversarial,0
37,0.23333333333333334,0.3,0.4,adversarial,0
38,0.16416666666666666,0.3,0.5,adversarial,0
39,0.11,0.3,0.6,adversarial,0
40,0.07270833333333333,0.3,0.7,adversarial,0
41,0.0475,0.3,0.8,adversarial,0
42,0.029791666666666668,0.3,0.9,adversarial,0
43,0.014166666666666666,0.3,1.0,adversarial,0
44,0.6508333333333334,0.4,0.0,adversarial,0
45,0.5383333333333333,0.4,0.1,adversarial,0
46,0.43041666666666667,0.4,0.2,adversarial,0
47,0.325,0.4,0.3,adversarial,0
48,0.2325,0.4,0.4,adversarial,0
49,0.161875,0.4,0.5,adversarial,0
50,0.105625,0.4,0.6,adversarial,0
51,0.06958333333333333,0.4,0.7,adversarial,0
52,0.04479166666666667,0.4,0.8,adversarial,0
53,0.025625,0.4,0.9,adversarial,0
54,0.012916666666666667,0.4,1.0,adversarial,0
55,0.6539583333333333,0.5,0.0,adversarial,0
56,0.5397916666666667,0.5,0.1,adversarial,0
57,0.43104166666666666,0.5,0.2,adversarial,0
58,0.32645833333333335,0.5,0.3,adversarial,0
59,0.23125,0.5,0.4,adversarial,0
60,0.16083333333333333,0.5,0.5,adversarial,0
61,0.10625,0.5,0.6,adversarial,0
62,0.06958333333333333,0.5,0.7,adversarial,0
63,0.042708333333333334,0.5,0.8,adversarial,0
64,0.0225,0.5,0.9,adversarial,0
65,0.011458333333333333,0.5,1.0,adversarial,0
66,0.6589583333333333,0.6,0.0,adversarial,0
67,0.5425,0.6,0.1,adversarial,0
68,0.4325,0.6,0.2,adversarial,0
69,0.32729166666666665,0.6,0.3,adversarial,0
70,0.23229166666666667,0.6,0.4,adversarial,0
71,0.15979166666666667,0.6,0.5,adversarial,0
72,0.10625,0.6,0.6,adversarial,0
73,0.06875,0.6,0.7,adversarial,0
74,0.04125,0.6,0.8,adversarial,0
75,0.021458333333333333,0.6,0.9,adversarial,0
76,0.010625,0.6,1.0,adversarial,0
77,0.6620833333333334,0.7,0.0,adversarial,0
78,0.5429166666666667,0.7,0.1,adversarial,0
79,0.4327083333333333,0.7,0.2,adversarial,0
80,0.3260416666666667,0.7,0.3,adversarial,0
81,0.23208333333333334,0.7,0.4,adversarial,0
82,0.159375,0.7,0.5,adversarial,0
83,0.105625,0.7,0.6,adversarial,0
84,0.068125,0.7,0.7,adversarial,0
85,0.04041666666666666,0.7,0.8,adversarial,0
86,0.020833333333333332,0.7,0.9,adversarial,0
87,0.010208333333333333,0.7,1.0,adversarial,0
88,0.6629166666666667,0.8,0.0,adversarial,0
89,0.5435416666666667,0.8,0.1,adversarial,0
90,0.4347916666666667,0.8,0.2,adversarial,0
91,0.3275,0.8,0.3,adversarial,0
92,0.23125,0.8,0.4,adversarial,0
93,0.16020833333333334,0.8,0.5,adversarial,0
94,0.10520833333333333,0.8,0.6,adversarial,0
95,0.06708333333333333,0.8,0.7,adversarial,0
96,0.039375,0.8,0.8,adversarial,0
97,0.02,0.8,0.9,adversarial,0
98,0.010208333333333333,0.8,1.0,adversarial,0
99,0.6633333333333333,0.9,0.0,adversarial,0
100,0.545625,0.9,0.1,adversarial,0
101,0.434375,0.9,0.2,adversarial,0
102,0.3283333333333333,0.9,0.3,adversarial,0
103,0.23083333333333333,0.9,0.4,adversarial,0
104,0.16,0.9,0.5,adversarial,0
105,0.10520833333333333,0.9,0.6,adversarial,0
106,0.06666666666666667,0.9,0.7,adversarial,0
107,0.03895833333333333,0.9,0.8,adversarial,0
108,0.02,0.9,0.9,adversarial,0
109,0.009791666666666667,0.9,1.0,adversarial,0
110,0.665,1.0,0.0,adversarial,0
111,0.5460416666666666,1.0,0.1,adversarial,0
112,0.4352083333333333,1.0,0.2,adversarial,0
113,0.32895833333333335,1.0,0.3,adversarial,0
114,0.23104166666666667,1.0,0.4,adversarial,0
115,0.15979166666666667,1.0,0.5,adversarial,0
116,0.10520833333333333,1.0,0.6,adversarial,0
117,0.06708333333333333,1.0,0.7,adversarial,0
118,0.03895833333333333,1.0,0.8,adversarial,0
119,0.019791666666666666,1.0,0.9,adversarial,0
120,0.009791666666666667,1.0,1.0,adversarial,0
